GeneName	GeneID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
RP9	ENSG00000164610	609.503776	-1.116312642	0.152005534	-7.343894738	2.07E-13	7.07E-12
SLC3A2	ENSG00000168003	23506.22276	-1.113427002	0.090072335	-12.36147594	4.22E-35	1.32E-32
FAM107B	ENSG00000065809	3971.379326	-1.110407928	0.096748111	-11.4773086	1.72E-30	3.92E-28
PRR22	ENSG00000212123	181.8987944	-1.109540911	0.280410652	-3.95684295	7.59E-05	0.000446066
AC012615.1	ENSG00000261526	99.92344684	-1.106232544	0.294558163	-3.755565739	0.00017295	0.000908969
BOD1	ENSG00000145919	4339.221407	-1.105002072	0.126693347	-8.721863448	2.74E-18	1.89E-16
JAG1	ENSG00000101384	3461.657396	-1.104248147	0.102504022	-10.77272996	4.63E-27	7.27E-25
ANKFN1	ENSG00000153930	168.6735136	-1.103194726	0.265116193	-4.161174447	3.17E-05	0.000207177
FDXACB1	ENSG00000255561	78.65765083	-1.101040467	0.356593052	-3.087666633	0.002017346	0.007783411
CDKL1	ENSG00000100490	56.15237196	-1.100868693	0.381038126	-2.889130032	0.003863093	0.013561402
EXO1	ENSG00000174371	1750.251679	-1.100239578	0.183698347	-5.989382028	2.11E-09	3.53E-08
CEP55	ENSG00000138180	5245.694505	-1.10011609	0.121440046	-9.058923513	1.32E-19	1.07E-17
PELI2	ENSG00000139946	69.40073035	-1.099440197	0.367703707	-2.990016623	0.002789623	0.010244217
LPAR3	ENSG00000171517	107.9313412	-1.098832194	0.288615818	-3.807248683	0.000140521	0.000760183
MNS1	ENSG00000138587	391.7664652	-1.097983355	0.178458511	-6.152597323	7.62E-10	1.39E-08
SGO1	ENSG00000129810	875.5923175	-1.095391298	0.129019416	-8.490127568	2.06E-17	1.22E-15
FAM241A	ENSG00000174749	2260.467251	-1.093502395	0.100168651	-10.91661296	9.60E-28	1.62E-25
PYROXD1	ENSG00000121350	1550.218028	-1.09201538	0.108598883	-10.05549371	8.69E-24	9.71E-22
GCOM1	ENSG00000137878	45.89999604	-1.090659296	0.419847214	-2.597752851	0.009383601	0.02865603
E2F7	ENSG00000165891	5502.621395	-1.090039931	0.101406911	-10.74916806	5.98E-27	9.20E-25
AC092117.1	ENSG00000276791	50.05370608	-1.087763202	0.417996856	-2.602323887	0.009259436	0.028321372
KCTD16	ENSG00000183775	494.0725862	-1.086743328	0.158133607	-6.872311014	6.32E-12	1.66E-10
ZNF202	ENSG00000166261	2349.584632	-1.082439006	0.10667583	-10.14699397	3.42E-24	3.99E-22
TNFAIP6	ENSG00000123610	110.8226176	-1.081448923	0.371763739	-2.908968273	0.003626237	0.012860644
AURKB	ENSG00000178999	1297.923235	-1.081425586	0.169720357	-6.371808354	1.87E-10	3.85E-09
UPP1	ENSG00000183696	3884.865317	-1.080328713	0.141842652	-7.616388301	2.61E-14	9.91E-13
RNASEH1-AS1	ENSG00000234171	381.9615997	-1.079772849	0.168651626	-6.402386219	1.53E-10	3.20E-09
LINC00662	ENSG00000261824	827.515055	-1.07845969	0.134432705	-8.022301498	1.04E-15	4.84E-14
SAPCD2	ENSG00000186193	6292.999113	-1.078365091	0.110827396	-9.730131107	2.24E-22	2.22E-20
UBE2S	ENSG00000108106	12962.0936	-1.075994115	0.10325318	-10.4209296	1.99E-25	2.67E-23
CENPF	ENSG00000117724	12815.50704	-1.074691057	0.102612981	-10.47324661	1.15E-25	1.58E-23
WDR4	ENSG00000160193	2038.939342	-1.073912724	0.103364634	-10.38955665	2.77E-25	3.67E-23
LIF	ENSG00000128342	316.2308416	-1.073749399	0.298727121	-3.594415514	0.000325121	0.001586903
HS3ST3A1	ENSG00000153976	488.9655744	-1.07249433	0.182216976	-5.885809078	3.96E-09	6.35E-08
AC020915.2	ENSG00000267216	77.53865709	-1.072377716	0.334848011	-3.202580513	0.001362022	0.005555692
NCAPH	ENSG00000121152	2329.709331	-1.0710229	0.123708552	-8.657630224	4.82E-18	3.20E-16
SPC25	ENSG00000152253	776.6340845	-1.070898006	0.180574912	-5.930491645	3.02E-09	4.96E-08
TRMT61A	ENSG00000166166	1816.14858	-1.070551683	0.112348975	-9.52880689	1.59E-21	1.50E-19
CARS	ENSG00000110619	8383.9796	-1.068769111	0.089758309	-11.90718856	1.09E-32	2.81E-30
AP1AR	ENSG00000138660	1888.678144	-1.068089219	0.105096749	-10.16291398	2.90E-24	3.47E-22
TAF1A	ENSG00000143498	443.266489	-1.067495395	0.165500816	-6.450091426	1.12E-10	2.43E-09
ETV5	ENSG00000244405	4297.507039	-1.065554379	0.142793164	-7.462222599	8.51E-14	3.08E-12
CDC20P1	ENSG00000231007	208.347216	-1.064757532	0.205100421	-5.191396144	2.09E-07	2.34E-06
CCDC174	ENSG00000154781	1413.95165	-1.063871083	0.159050808	-6.688875693	2.25E-11	5.37E-10
NRF1	ENSG00000106459	950.0222783	-1.062917131	0.120656826	-8.809423906	1.26E-18	9.05E-17
C6orf132	ENSG00000188112	54.32607459	-1.060393789	0.39688874	-2.671765867	0.007545327	0.023934916
HIST1H3H	ENSG00000278828	74.61120431	-1.05902015	0.391479377	-2.705174809	0.006826845	0.021952411
FAM84B	ENSG00000168672	105.3432561	-1.056862388	0.282757259	-3.73770206	0.00018571	0.000968171
CCNA2	ENSG00000145386	4909.652445	-1.054502021	0.133951279	-7.872280347	3.48E-15	1.49E-13
NR1D2	ENSG00000174738	2930.330874	-1.053557823	0.163645093	-6.438065481	1.21E-10	2.60E-09
PXK	ENSG00000168297	4139.628805	-1.051842998	0.095443322	-11.02060334	3.04E-28	5.56E-26
CCDC9	ENSG00000105321	1197.460521	-1.051317974	0.120479975	-8.726080598	2.64E-18	1.83E-16
DNAJC9-AS1	ENSG00000227540	72.76627198	-1.049879356	0.346336337	-3.031386668	0.002434333	0.009092037
AC138969.2	ENSG00000227827	50.9423649	-1.049826499	0.402995594	-2.605057013	0.009185897	0.028113043
AL590617.2	ENSG00000225177	204.2903049	-1.045549317	0.208587037	-5.012532575	5.37E-07	5.51E-06
EXOSC8	ENSG00000120699	2746.981799	-1.044561622	0.092699464	-11.26825958	1.88E-29	4.01E-27
IRX2	ENSG00000170561	178379.8388	-1.044247282	0.082899925	-12.59648048	2.21E-36	7.62E-34
CSTA	ENSG00000121552	183.3647546	-1.043478094	0.259141383	-4.026674861	5.66E-05	0.000345315
ARHGEF39	ENSG00000137135	397.719903	-1.042927992	0.192622677	-5.41435726	6.15E-08	7.71E-07
ACTL8	ENSG00000117148	203.2673498	-1.042478662	0.259200624	-4.021898731	5.77E-05	0.000351652
PKD1	ENSG00000008710	13527.18466	-1.041438096	0.136422287	-7.633929333	2.28E-14	8.74E-13
PLK1	ENSG00000166851	6236.27535	-1.03983447	0.152998759	-6.796358829	1.07E-11	2.72E-10
AL163051.1	ENSG00000260806	67.67035394	-1.036716948	0.357171839	-2.902571911	0.003701122	0.013084425
MARS	ENSG00000166986	16345.5812	-1.036243663	0.089264237	-11.6087214	3.72E-31	9.04E-29
RFXAP	ENSG00000133111	427.7635775	-1.03585399	0.1654316	-6.261524348	3.81E-10	7.36E-09
PKD1P6	ENSG00000250251	741.0790533	-1.031404919	0.14793063	-6.972220143	3.12E-12	8.64E-11
TUFT1	ENSG00000143367	1701.394848	-1.02981868	0.12917868	-7.972048307	1.56E-15	7.13E-14
SNHG15	ENSG00000232956	2237.014306	-1.022787243	0.144550285	-7.075650124	1.49E-12	4.42E-11
AARS	ENSG00000090861	20470.98203	-1.022427664	0.085004926	-12.02786373	2.54E-33	7.04E-31
NXT1	ENSG00000132661	1594.650395	-1.020976944	0.106848587	-9.555362159	1.23E-21	1.17E-19
PSMC3IP	ENSG00000131470	1551.6702	-1.020805046	0.131021109	-7.791149459	6.64E-15	2.74E-13
IER3	ENSG00000137331	6339.154242	-1.019899604	0.164300131	-6.207539798	5.38E-10	1.01E-08
LINC00511	ENSG00000227036	2228.021468	-1.019320206	0.127937388	-7.967336351	1.62E-15	7.39E-14
NHSL1	ENSG00000135540	2190.61671	-1.017619186	0.148600428	-6.848023254	7.49E-12	1.95E-10
HSPA13	ENSG00000155304	3774.899077	-1.016570399	0.147664705	-6.884315397	5.81E-12	1.54E-10
WDR74	ENSG00000133316	2927.74251	-1.015319081	0.102510108	-9.904575287	3.98E-23	4.18E-21
BCL3	ENSG00000069399	1657.714991	-1.011651852	0.111831471	-9.046217866	1.48E-19	1.19E-17
CDC20	ENSG00000117399	10453.00621	-1.00972339	0.127456476	-7.922103464	2.34E-15	1.02E-13
SLC7A2	ENSG00000003989	16078.55756	-1.007512186	0.307316728	-3.278416355	0.001043913	0.004412143
AC091271.1	ENSG00000273702	48.59183554	-1.006626004	0.40912087	-2.460461144	0.01387586	0.039930581
USP1	ENSG00000162607	5664.009944	-1.005547413	0.09774425	-10.28753518	8.02E-25	1.02E-22
UBE2SP2	ENSG00000224126	219.2504497	-1.00453202	0.218472648	-4.597976125	4.27E-06	3.53E-05
TRAF3IP2-AS1	ENSG00000231889	93.33249619	-1.004177656	0.300241807	-3.344563051	0.000824123	0.003579568
RAB3IL1	ENSG00000167994	413.9489796	-1.002983385	0.207384519	-4.836346463	1.32E-06	1.24E-05
CDKN2AIP	ENSG00000168564	1311.262771	-1.002848356	0.112782389	-8.891887897	6.01E-19	4.51E-17
PAK1IP1	ENSG00000111845	2270.61274	-1.002524021	0.10832567	-9.25472259	2.15E-20	1.91E-18
C19orf48	ENSG00000167747	7113.899487	-1.00188919	0.085183582	-11.76152924	6.16E-32	1.57E-29
PLK3	ENSG00000173846	1207.187801	-1.001884049	0.143133333	-6.999655694	2.57E-12	7.19E-11
MTMR7	ENSG00000003987	58.3918635	-1.001559803	0.391668675	-2.557160853	0.010553041	0.031619263
FAM110A	ENSG00000125898	533.2695826	-1.001235408	0.174395878	-5.741164396	9.40E-09	1.41E-07
CCNB1	ENSG00000134057	10614.88079	-1.001089973	0.118048989	-8.480292627	2.25E-17	1.32E-15
EZH2	ENSG00000106462	2885.869519	-0.999449482	0.09138537	-10.93664644	7.70E-28	1.33E-25
MND1	ENSG00000121211	551.9552846	-0.997993981	0.174709469	-5.712306182	1.11E-08	1.64E-07
BATF3	ENSG00000123685	246.3542093	-0.996987768	0.211099064	-4.722843158	2.33E-06	2.05E-05
ZNF239	ENSG00000196793	83.76330986	-0.995462151	0.306984901	-3.242707207	0.001183998	0.004922556
FAM218A	ENSG00000250486	82.06588694	-0.99220439	0.327634808	-3.028385156	0.002458645	0.009167419
ELFN1	ENSG00000225968	58.88616935	-0.990506926	0.39195498	-2.527093613	0.011501084	0.034062078
NSD2	ENSG00000109685	15254.61852	-0.988724576	0.087863965	-11.25290188	2.24E-29	4.58E-27
PHF19	ENSG00000119403	3656.778425	-0.987158415	0.116132558	-8.500272717	1.89E-17	1.12E-15
SH2B3	ENSG00000111252	5716.284678	-0.986342307	0.109393205	-9.016486049	1.94E-19	1.53E-17
CEBPB	ENSG00000172216	11096.56429	-0.985218188	0.119505662	-8.24411305	1.66E-16	8.87E-15
E2F8	ENSG00000129173	179.2336459	-0.984683579	0.256354512	-3.841101027	0.000122484	0.000676446
WSCD1	ENSG00000179314	537.5458094	-0.983711956	0.142290739	-6.913394085	4.73E-12	1.28E-10
IRF1	ENSG00000125347	1278.622953	-0.98275658	0.15345878	-6.404042696	1.51E-10	3.17E-09
HMGN2P5	ENSG00000234664	986.1820187	-0.981184233	0.138356922	-7.091688814	1.32E-12	4.00E-11
NFE4	ENSG00000230257	133.8020826	-0.980696465	0.275008599	-3.56605746	0.000362392	0.001747347
TMPO	ENSG00000120802	10910.34335	-0.978972846	0.138940344	-7.04599412	1.84E-12	5.32E-11
TMEFF2	ENSG00000144339	109.2299963	-0.977277827	0.320301855	-3.051115104	0.002279932	0.008606368
FBXO48	ENSG00000204923	98.34671594	-0.975148024	0.33116823	-2.944569965	0.003234038	0.011658591
CA5B	ENSG00000169239	575.2790007	-0.973269511	0.187174877	-5.199787089	2.00E-07	2.25E-06
AC005224.4	ENSG00000266709	138.0892484	-0.973188528	0.255144805	-3.814259619	0.000136592	0.000742748
SMOX	ENSG00000088826	1418.660899	-0.97312571	0.151433967	-6.426072901	1.31E-10	2.79E-09
NFKBIE	ENSG00000146232	855.205374	-0.971850115	0.189411162	-5.130902023	2.88E-07	3.13E-06
NDE1	ENSG00000072864	2550.384198	-0.971053109	0.100892627	-9.624619114	6.29E-22	6.08E-20
RAD51AP1	ENSG00000111247	1219.624584	-0.970849116	0.161523764	-6.010565201	1.85E-09	3.13E-08
GAS2L3	ENSG00000139354	1290.908077	-0.970005403	0.139147378	-6.971064895	3.15E-12	8.70E-11
DLGAP1-AS2	ENSG00000262001	66.43115995	-0.969430474	0.348171458	-2.78434792	0.005363547	0.017856658
TK1	ENSG00000167900	5892.685541	-0.969190572	0.186093933	-5.20807183	1.91E-07	2.16E-06
HAUS7	ENSG00000213397	132.438016	-0.966776291	0.24749605	-3.906229169	9.37E-05	0.000535834
BCL2	ENSG00000171791	719.4533974	-0.966484432	0.167293035	-5.777194695	7.60E-09	1.15E-07
IRAK2	ENSG00000134070	661.9394315	-0.966426551	0.256846153	-3.762667026	0.000168111	0.000886533
FOXQ1	ENSG00000164379	1162.652753	-0.966294085	0.126496562	-7.638896022	2.19E-14	8.45E-13
RGMB	ENSG00000174136	1293.145656	-0.966280777	0.118797177	-8.133869873	4.16E-16	2.08E-14
ARRDC3	ENSG00000113369	2725.421972	-0.96397447	0.11654744	-8.271090871	1.33E-16	7.16E-15
RUNX1	ENSG00000159216	3203.890113	-0.963219904	0.10507704	-9.166797096	4.87E-20	4.12E-18
AL118516.1	ENSG00000260708	191.4971803	-0.960798309	0.221200051	-4.343571832	1.40E-05	0.000100908
PBK	ENSG00000168078	3005.809929	-0.960511534	0.166605222	-5.76519465	8.16E-09	1.23E-07
AL445647.1	ENSG00000272046	121.1325067	-0.959393861	0.274763446	-3.49170851	0.000479942	0.002234504
RELB	ENSG00000104856	1459.313821	-0.957730088	0.152644952	-6.274233604	3.51E-10	6.86E-09
TSTD2	ENSG00000136925	1954.098798	-0.956268614	0.120083739	-7.963348058	1.67E-15	7.61E-14
NPIPP1	ENSG00000188599	117.5219899	-0.95425765	0.276784035	-3.447661456	0.000565462	0.002579333
ITPRIP	ENSG00000148841	3804.360109	-0.954209388	0.093480012	-10.20763016	1.83E-24	2.26E-22
WDR34	ENSG00000119333	3878.451532	-0.953998584	0.148031887	-6.444547901	1.16E-10	2.50E-09
NR3C1	ENSG00000113580	8297.863913	-0.953804828	0.082266783	-11.59404555	4.42E-31	1.06E-28
LARP6	ENSG00000166173	2031.579026	-0.952311498	0.170699259	-5.578884791	2.42E-08	3.33E-07
DCLRE1A	ENSG00000198924	1158.199094	-0.951008055	0.118511021	-8.024638123	1.02E-15	4.77E-14
NDC80	ENSG00000080986	1796.977835	-0.950585975	0.116296442	-8.173818176	2.99E-16	1.52E-14
AC099778.1	ENSG00000260236	87.12638095	-0.946909851	0.316733805	-2.989607792	0.002793359	0.010253091
SLC22A15	ENSG00000163393	1676.105481	-0.946137761	0.184740629	-5.121438447	3.03E-07	3.27E-06
SPRY4	ENSG00000187678	5449.252631	-0.944743457	0.115344155	-8.190648727	2.60E-16	1.34E-14
AUNIP	ENSG00000127423	576.9207167	-0.943630164	0.166312419	-5.673840639	1.40E-08	2.01E-07
UBIAD1	ENSG00000120942	1482.217038	-0.94352685	0.115694531	-8.155327993	3.48E-16	1.76E-14
LINC02486	ENSG00000268471	237.4909689	-0.943334344	0.192725611	-4.894701548	9.85E-07	9.54E-06
FAM72B	ENSG00000188610	325.8275111	-0.943056855	0.205640688	-4.585944855	4.52E-06	3.72E-05
TPX2	ENSG00000088325	13478.66294	-0.943001903	0.112182953	-8.405928708	4.24E-17	2.39E-15
REXO5	ENSG00000005189	377.4898413	-0.942983376	0.192189337	-4.906533262	9.27E-07	9.00E-06
AL031963.3	ENSG00000272277	62.19633007	-0.942509331	0.383378556	-2.458429967	0.013954599	0.040093996
SIAH1	ENSG00000196470	1022.489374	-0.93799239	0.117188009	-8.004166965	1.20E-15	5.56E-14
SOCS3	ENSG00000184557	811.3434027	-0.935426048	0.131310813	-7.123754898	1.05E-12	3.24E-11
UFSP1	ENSG00000176125	137.5036971	-0.934797107	0.248666469	-3.759240682	0.00017043	0.000897847
CENPU	ENSG00000151725	1099.544217	-0.934563703	0.147761897	-6.324794956	2.54E-10	5.06E-09
AL441883.1	ENSG00000261071	74.27086496	-0.932543759	0.329485592	-2.830302089	0.004650407	0.015849118
ZNF598	ENSG00000167962	6838.515175	-0.931709334	0.108430805	-8.59266268	8.50E-18	5.30E-16
HMGN2	ENSG00000198830	12488.58631	-0.931300766	0.097583011	-9.543677303	1.38E-21	1.31E-19
TOX2	ENSG00000124191	501.4389707	-0.929968533	0.195322035	-4.761206458	1.92E-06	1.73E-05
DDX39A	ENSG00000123136	4677.98487	-0.928869151	0.154383953	-6.016617214	1.78E-09	3.04E-08
NRIP1	ENSG00000180530	1388.204562	-0.928398537	0.114172302	-8.131556584	4.24E-16	2.11E-14
YARS	ENSG00000134684	14850.05216	-0.926678122	0.10333934	-8.967331514	3.04E-19	2.36E-17
CTCF	ENSG00000102974	3953.681982	-0.926428704	0.095129498	-9.738606089	2.06E-22	2.06E-20
TIMM44	ENSG00000104980	4573.158939	-0.925151999	0.133379206	-6.9362536	4.03E-12	1.10E-10
RIOK1	ENSG00000124784	2380.147797	-0.923658811	0.101207652	-9.126373302	7.08E-20	5.95E-18
PCLAF	ENSG00000166803	1577.938636	-0.92323003	0.184866562	-4.994034721	5.91E-07	6.00E-06
SLCO5A1	ENSG00000137571	151.474596	-0.922555756	0.273140621	-3.377585336	0.000731253	0.003228522
DDX59	ENSG00000118197	495.6376937	-0.92070963	0.144898407	-6.354173584	2.10E-10	4.24E-09
EIF4EBP1	ENSG00000187840	6537.132944	-0.918774083	0.114910693	-7.995549048	1.29E-15	5.95E-14
ZFP69	ENSG00000187815	275.8393991	-0.918160006	0.221525235	-4.144719694	3.40E-05	0.000221142
MIR503HG	ENSG00000223749	171.0113187	-0.917452662	0.226536819	-4.049905297	5.12E-05	0.000316493
NUFIP1	ENSG00000083635	1001.672741	-0.916080051	0.124553908	-7.354888074	1.91E-13	6.57E-12
C12orf66	ENSG00000174206	500.7828046	-0.913961077	0.147801827	-6.183692674	6.26E-10	1.16E-08
TFAP4	ENSG00000090447	1817.485247	-0.913879749	0.113598862	-8.0447967	8.64E-16	4.11E-14
MRM1	ENSG00000278619	674.9265469	-0.912663422	0.149121129	-6.120282393	9.34E-10	1.68E-08
IL21R	ENSG00000103522	261.6967676	-0.910100614	0.249749525	-3.644053429	0.000268378	0.001341543
CCDC15	ENSG00000149548	228.1093308	-0.909740737	0.222719242	-4.084697526	4.41E-05	0.000278026
LINC01311	ENSG00000260924	111.7996021	-0.909321648	0.291805798	-3.116187737	0.001832056	0.007159161
SGF29	ENSG00000176476	517.9116319	-0.908700856	0.142915409	-6.358312656	2.04E-10	4.15E-09
SH3RF2	ENSG00000156463	226.4380882	-0.908096673	0.241502166	-3.760200944	0.000169777	0.000895015
HES1	ENSG00000114315	729.2470109	-0.907257362	0.161554796	-5.615787241	1.96E-08	2.74E-07
AC006504.1	ENSG00000261770	81.01918494	-0.907248662	0.331692366	-2.735211163	0.006234027	0.020327951
RGS2	ENSG00000116741	501.5082662	-0.905832727	0.201159403	-4.503059322	6.70E-06	5.25E-05
PROSER1	ENSG00000120685	4617.921927	-0.905149954	0.095042981	-9.523585438	1.67E-21	1.57E-19
CCDC59	ENSG00000133773	2146.528798	-0.903884489	0.103782738	-8.709391465	3.06E-18	2.08E-16
LINC01003	ENSG00000261455	231.2495164	-0.902237234	0.197591198	-4.566181311	4.97E-06	4.03E-05
FANCI	ENSG00000140525	4719.979944	-0.901330138	0.159118825	-5.664509765	1.47E-08	2.11E-07
KLF10	ENSG00000155090	3511.331468	-0.901206136	0.122787374	-7.339566805	2.14E-13	7.29E-12
GPAT3	ENSG00000138678	1009.6465	-0.900421178	0.151384317	-5.947915863	2.72E-09	4.50E-08
IQCB1	ENSG00000173226	1199.943377	-0.899717744	0.110049857	-8.175546674	2.95E-16	1.51E-14
CREB5	ENSG00000146592	3760.765799	-0.899327078	0.104972972	-8.567225085	1.06E-17	6.56E-16
TCOF1	ENSG00000070814	10121.43076	-0.89828844	0.085637106	-10.48947678	9.66E-26	1.35E-23
NUSAP1	ENSG00000137804	4695.2092	-0.897943392	0.135158983	-6.643608693	3.06E-11	7.16E-10
ZNF696	ENSG00000185730	728.7953139	-0.894965834	0.136703752	-6.546754008	5.88E-11	1.33E-09
ETV4	ENSG00000175832	2291.512348	-0.894960994	0.115379633	-7.756663581	8.72E-15	3.53E-13
KATNA1	ENSG00000186625	1349.032821	-0.894555088	0.115098759	-7.772065443	7.72E-15	3.14E-13
FHL2	ENSG00000115641	891.5399971	-0.893556597	0.139304755	-6.414401265	1.41E-10	3.00E-09
CEP57	ENSG00000166037	2950.18346	-0.892200974	0.127655841	-6.989112036	2.77E-12	7.72E-11
FANCE	ENSG00000112039	1602.874259	-0.891657414	0.117919495	-7.561577617	3.98E-14	1.49E-12
ANXA2R	ENSG00000177721	79.37533654	-0.88953793	0.311147235	-2.858897109	0.004251166	0.014722459
MYC	ENSG00000136997	26728.50789	-0.888043845	0.08381017	-10.59589596	3.11E-26	4.56E-24
CKS1B	ENSG00000173207	2506.192275	-0.887890942	0.120841146	-7.34758787	2.02E-13	6.89E-12
PKMYT1	ENSG00000127564	3393.702752	-0.885645672	0.136598538	-6.483566243	8.96E-11	1.98E-09
MCIDAS	ENSG00000234602	199.6364548	-0.884470888	0.229616814	-3.851943042	0.000117184	0.000650415
ZNF185	ENSG00000147394	96.72648582	-0.88352839	0.287561021	-3.072490098	0.002122809	0.008121889
SMOC1	ENSG00000198732	1139.221875	-0.883071424	0.186198151	-4.742643358	2.11E-06	1.88E-05
OSBPL6	ENSG00000079156	1109.994843	-0.883023032	0.125531435	-7.034278177	2.00E-12	5.72E-11
TEDC2	ENSG00000162062	713.2300593	-0.882359543	0.16678573	-5.290377932	1.22E-07	1.44E-06
ANKRD11	ENSG00000167522	19097.70264	-0.882175857	0.085694192	-10.29446497	7.46E-25	9.59E-23
PFDN2	ENSG00000143256	4660.402734	-0.879567052	0.165389232	-5.318163953	1.05E-07	1.26E-06
STMN1	ENSG00000117632	12393.58834	-0.877352962	0.180237911	-4.86774927	1.13E-06	1.07E-05
ERRFI1	ENSG00000116285	11147.71451	-0.876261038	0.122044041	-7.17987564	6.98E-13	2.21E-11
C1orf109	ENSG00000116922	1338.808054	-0.875873025	0.10688038	-8.194890651	2.51E-16	1.30E-14
AC012640.2	ENSG00000259802	96.1697242	-0.875064373	0.281833222	-3.104901428	0.001903424	0.00739528
AC068473.5	ENSG00000274828	266.5624674	-0.873772172	0.204954584	-4.263247756	2.01E-05	0.000139162
TET3	ENSG00000187605	3338.955845	-0.873346803	0.10488297	-8.326869458	8.30E-17	4.59E-15
FOXP1	ENSG00000114861	785.2679757	-0.87311174	0.155008825	-5.632658266	1.77E-08	2.51E-07
JDP2	ENSG00000140044	4650.259088	-0.871721163	0.105700297	-8.247102287	1.62E-16	8.70E-15
PPRC1	ENSG00000148840	5913.570147	-0.871494817	0.108683113	-8.018677337	1.07E-15	4.97E-14
GADD45B	ENSG00000099860	7846.398894	-0.870869404	0.111299341	-7.824569275	5.09E-15	2.13E-13
PMS2CL	ENSG00000187953	662.4805009	-0.86972536	0.159582721	-5.449997043	5.04E-08	6.44E-07
CEP120	ENSG00000168944	1802.414569	-0.869544862	0.114803458	-7.574204472	3.61E-14	1.36E-12
UTP15	ENSG00000164338	2594.886048	-0.869420264	0.110514829	-7.86700095	3.63E-15	1.55E-13
ZNF768	ENSG00000169957	2763.510644	-0.868397725	0.135585311	-6.404806826	1.51E-10	3.16E-09
SSRP1	ENSG00000149136	19512.26642	-0.865863812	0.077737215	-11.13834357	8.16E-29	1.61E-26
PUM3	ENSG00000080608	2406.326535	-0.865039572	0.101511702	-8.521574914	1.57E-17	9.41E-16
SLC43A1	ENSG00000149150	381.4275823	-0.864969192	0.190756666	-4.53441135	5.78E-06	4.61E-05
DUS3L	ENSG00000141994	2589.923169	-0.86482554	0.107070424	-8.077165537	6.63E-16	3.22E-14
CDCA5	ENSG00000146670	3372.113472	-0.864571978	0.14901865	-5.801770317	6.56E-09	1.01E-07
ITPKA	ENSG00000137825	177.7800001	-0.86388404	0.275579739	-3.134787933	0.001719784	0.006788713
AREG	ENSG00000109321	922.3609991	-0.863436975	0.198082852	-4.358968814	1.31E-05	9.51E-05
XAF1	ENSG00000132530	183.5633429	-0.863312634	0.341595238	-2.527297042	0.011494424	0.034051628
LURAP1L	ENSG00000153714	647.4585209	-0.862917238	0.192096018	-4.492114146	7.05E-06	5.50E-05
SLC25A25	ENSG00000148339	1153.887934	-0.861565556	0.147775526	-5.830231689	5.54E-09	8.63E-08
ATF1	ENSG00000123268	1103.086854	-0.861409684	0.118109548	-7.293311177	3.02E-13	1.01E-11
GARS	ENSG00000106105	21292.87663	-0.861021782	0.086980543	-9.899015941	4.20E-23	4.38E-21
EMX2	ENSG00000170370	207.5176771	-0.860669518	0.229210051	-3.754937948	0.000173384	0.000910942
RRP9	ENSG00000114767	2494.16581	-0.859426022	0.134185616	-6.404755199	1.51E-10	3.16E-09
