Partner,t_value,p_value
ENPP5,-3.16401,0.00167008
AP1S3,-3.05711,0.00237866
OBSL1,-3.90932,0.000108001
FNBP4,4.05933,5.88E-05
PUM2,6.09519,2.49E-09
ZC3HAV1,2.81784,0.00506477
HMGA2,-3.83782,0.000143362
CDK2AP1,-2.70744,0.00705919
OSTC,3.55166,0.000426495
LOC401320,2.63797,0.00865253
C22orf39,2.91352,0.00376604
SRCIN1,3.05845,0.00236824
SON,2.79213,0.00547707
SUSD2,-3.05126,0.00242446
CYSLTR1,3.21434,0.00140909
IRS1,-4.07667,5.47E-05
KMT2C,3.98296,8.03E-05
SDC4,-5.55015,5.09E-08
SDCBP,-3.08571,0.00216599
SDC2,-3.69379,0.000250344
IRF2,3.47104,0.000572555
SRRM4,2.99762,0.0028837
BLOC1S6,4.71701,3.27E-06
PTTG3P,-2.62728,0.00892448
4-Mar,-3.41625,0.000697217
ADGRG1,-3.0443,0.00248
AFAP1L1,-5.24968,2.43E-07
DUSP3,-3.65211,0.000293194
DUSP2,3.90002,0.000112082
OMD,3.37801,0.000798752
ODC1,2.63032,0.00884616
HEATR5B,5.71993,2.04E-08
TMX3,2.72143,0.00677237
TMCO1,3.24791,0.0012566
HSF2,3.48572,0.000542892
EDN1,-5.25991,2.31E-07
FDX1L,-3.70514,0.000239739
LRRN3,2.68842,0.00746685
KIF15,3.02203,0.00266557
RASGEF1C,-2.79706,0.00539576
PCNP,3.70844,0.000236735
TARBP1,3.87297,0.000124794
INPP4B,-3.86713,0.000127711
CCAR2,3.84318,0.000140375
HES4,-3.89973,0.000112208
TXNL4A,2.96231,0.00322814
TRRAP,3.04586,0.00246745
SMC1A,2.68393,0.00756607
SCEL,-2.73996,0.00640848
PGM1,-3.67761,0.000266225
POU6F1,2.91081,0.00379827
NAV2-AS4,3.96248,8.72E-05
CTNNA1,-3.26097,0.00120149
PPARD,-3.55265,0.000424933
SLC16A5,-3.19974,0.00148061
LINS1,2.83743,0.00476978
SLC25A36,2.88248,0.00414965
SLC16A3,-3.37924,0.00079527
DNHD1,2.80901,0.00520304
KLHL8,4.59814,5.66E-06
LOC145845,3.73906,0.000210511
ZNF41,2.77479,0.00577208
LRRC55,3.33059,0.000943758
TNRC6B,4.40562,1.34E-05
PCAT6,-3.22689,0.00135019
MPHOSPH8,2.65239,0.00829745
MAP1A,2.88093,0.00416972
IPO5,2.85436,0.00452751
KRT2,2.84965,0.00459366
SGO2,-2.66724,0.00794536
CASC3,4.11228,4.72E-05
TFEC,2.75962,0.0060419
COG2,4.22587,2.93E-05
TBC1D2,-4.83193,1.90E-06
CPA4,-3.89078,0.000116277
DDX47,-3.17504,0.00160935
GGNBP2,3.01683,0.00271077
ZNF671,3.69812,0.000246248
THNSL1,3.35556,0.000864597
DDX60,-3.18128,0.00157589
POGLUT1,4.28065,2.31E-05
CFAP97,4.0541,6.01E-05
RICTOR,2.61019,0.00937492
PMCHL2,2.92864,0.00359123
BHLHE22,3.15755,0.0017066
RNF217,-3.41299,0.000705369
SERBP1,3.40295,0.000731064
EID2,-2.62475,0.00898971
DCAF17,3.02536,0.00263704
BRD2,2.59678,0.00974293
GAS8,-2.78188,0.00564972
GAS2,3.70457,0.000240255
PADI3,-3.10209,0.00205225
UCP2,2.92936,0.00358309
SLC35A2,-3.62475,0.000324989
UGCG,-4.46548,1.03E-05
GPRC5B,-2.60855,0.00941932
SRA1,-3.5091,0.000498579
HDAC5,4.0243,6.79E-05
KLHL24,3.34206,0.000906591
DYM,3.43603,0.000649556
ZCCHC7,3.59897,0.000357865
STUB1,-2.58739,0.0100082
FSTL3,-4.33473,1.83E-05
AKAP8,2.63095,0.00883016
PSTPIP1,3.58711,0.000374022
GPRC5A,-5.89081,7.92E-09
NFS1,-2.73268,0.00654933
BAHD1,3.67558,0.000268283
RPH3A,3.37799,0.000798784
CACNA1C,3.06841,0.00229246
CACNA1S,-2.72825,0.00663621
VPS13C,4.38766,1.45E-05
GUCA1A,3.27972,0.00112633
GTF3A,3.02851,0.00261031
CDCP1,-3.13261,0.00185479
CDS1,-3.68271,0.000261124
GUCY1A3,4.74814,2.83E-06
MFSD11,2.97423,0.00310788
TNIP2,-3.07603,0.00223589
CPSF6,5.08023,5.70E-07
PCBP2,3.54706,0.000433778
OGFR,-3.65173,0.000293615
PDLIM2,-2.8085,0.00521117
DYNLL1,-2.82074,0.00502011
CXorf65,5.05115,6.58E-07
SNHG20,2.90268,0.00389612
ATP6V1A,2.79646,0.00540566
CRHR1-IT1,3.60066,0.000355626
FAM19A5,2.75065,0.00620665
TNFAIP8,3.15627,0.00171398
KLK5,-2.91561,0.00374149
ZNF814,3.09406,0.00210732
IFNA10,4.46731,1.02E-05
IFT22,-4.19754,3.30E-05
NREP,2.6645,0.00800929
RUNX3,2.59601,0.00976444
LSM7,3.88085,0.000120958
CCR8,3.11598,0.00196007
ACSL6,3.30347,0.00103734
UBR2,3.87747,0.00012259
NEMP1,2.8935,0.0040095
EZR,-2.96882,0.00316189
VIP,2.84558,0.00465172
VIPR1,-3.31667,0.000990777
ENO1,-3.94748,9.27E-05
SP3,3.07082,0.00227443
AJUBA,-6.17127,1.61E-09
FBXL20,2.89752,0.00395949
IL21R,2.8762,0.00423139
USP20,4.46654,1.03E-05
TSPAN9,-4.51401,8.29E-06
ARID5A,4.6486,4.49E-06
CLSPN,2.68493,0.0075437
YIPF2,-3.2357,0.0013102
INTS6L,2.82642,0.00493365
DMKN,-2.87223,0.00428392
ATM,3.13907,0.00181534
JUN,-2.76057,0.00602467
JARID2,2.80897,0.0052038
AMER2,2.95624,0.00329093
PFN2,-3.33271,0.000936803
C12orf76,2.91132,0.00379213
NCF4,3.51155,0.000494142
SLA,3.46835,0.000578162
CORO1B,-3.22362,0.00136532
CD109,-3.71914,0.000227239
PLEKHA5,-2.79161,0.00548569
CHMP1A,-2.82597,0.00494036
ERFE,-3.22137,0.00137581
LRRC58,3.18233,0.00157031
PEX10,-4.21015,3.13E-05
CREB3,-3.91273,0.000106537
C16orf92,3.2222,0.00137193
CAP2,-4.15392,3.97E-05
CAP1,-3.34038,0.00091194
CCNJ,3.20465,0.0014562
LOC100505549,3.42306,0.000680447
MAP3K6,-3.73808,0.000211301
ASIP,-3.91553,0.000105352
ASL,-2.84595,0.00464642
MED28,3.40776,0.000718658
WDCP,3.27288,0.00115321
EFHD1,-3.57733,0.000387863
FAM163A,3.49419,0.000526425
DNMT3A,3.1877,0.00154212
APCDD1L,-2.75133,0.00619414
DYNC1LI2,-3.10733,0.00201704
MSL1,3.19771,0.00149084
TAF5,3.61241,0.000340355
TAGLN,-2.60126,0.00961862
CCNB1IP1,2.68065,0.00763925
RAP2C,2.84802,0.0046169
KIR2DL3,3.13907,0.00181534
DENND1B,3.52768,0.000465808
CXXC1,3.66361,0.000280727
ZFP36L1,-4.99264,8.77E-07
OR8D1,2.97766,0.00307404
CHAMP1,2.91803,0.00371315
SREK1IP1,3.43194,0.000659141
TMC8,4.13468,4.30E-05
LOC283731,2.71654,0.00687132
MYO6,-3.47438,0.000565667
EPM2AIP1,3.10989,0.00199998
FAM161B,-2.62298,0.00903599
ZNF846,-2.70382,0.00713515
CCDC127,-2.82757,0.00491627
CEP68,3.95549,8.97E-05
CTSZ,-3.20416,0.00145864
PASK,3.3155,0.000994811
RPUSD4,4.2025,3.23E-05
PSMD2,-3.49267,0.000529351
FNIP2,3.17569,0.00160584
NDST1,-5.5832,4.26E-08
HCLS1,3.84897,0.000137207
NSMCE3,2.92187,0.00366855
C6orf62,4.05247,6.05E-05
KIF21B,5.05623,6.42E-07
TRAPPC10,4.07965,5.40E-05
CYTH1,3.05198,0.00241875
TBC1D24,4.27858,2.34E-05
COQ10A,3.27085,0.0011613
STRIP2,-3.08936,0.00214017
ZFAND4,3.11939,0.00193805
SH2D3C,5.51027,6.28E-08
BRI3,-2.84005,0.00473145
MAMLD1,-3.85423,0.000134393
SLC35D3,2.79417,0.00544333
P2RY10,2.86821,0.00433763
CAMK1D,3.0826,0.00218825
ATP9A,-3.19409,0.00150918
SNRK,3.72367,0.00022333
TMEM214,-2.73138,0.00657475
SLC25A53,4.71333,3.33E-06
EPS8L1,-3.29042,0.00108539
ENAH,-3.18528,0.00155475
CLDN1,-4.61592,5.22E-06
PAK4,-5.35931,1.39E-07
ASH2L,2.9896,0.00295884
BCKDK,-3.17669,0.00160043
LOC90784,2.7083,0.00704112
KLC2,-2.88737,0.00408696
IL1RAP,-3.57282,0.000394396
IKBKB,3.09578,0.00209536
NRROS,5.18653,3.35E-07
NUDT22,-3.42078,0.00068602
PYM1,3.88138,0.000120703
GRM6,3.35897,0.000854268
CXCL1,-2.58649,0.0100337
LOC100130357,3.68887,0.000255076
DNAJC14,3.84189,0.000141087
TRANK1,2.68546,0.00753213
MCM2,2.96819,0.00316825
CETN2,-4.01596,7.02E-05
CETN1,2.76433,0.00595692
ELOVL1,-6.04864,3.25E-09
CENPC,2.88793,0.00407974
PIP4K2A,2.78265,0.00563661
MMP14,-3.46201,0.000591545
MR1,2.66652,0.00796213
HMGB1,3.72516,0.000222051
HMGB2,4.13629,4.27E-05
HMGB3,2.66786,0.007931
PTTG1,-2.80381,0.00528613
SAP30L,2.76479,0.00594866
CENPU,3.54661,0.000434507
ONECUT2,2.63855,0.00863799
DYNLRB1,-3.16355,0.00167267
FXYD3,-2.69457,0.00733261
SARM1,3.06981,0.00228196
DNPEP,-3.46775,0.000579403
TTC33,2.67074,0.00786456
UFC1,2.73017,0.00659842
RTFDC1,-2.95166,0.00333916
RBFOX2,-3.59348,0.000365268
SYNGR4,3.09781,0.0020814
ATP6V0A2,5.18452,3.38E-07
IQSEC2,-4.45219,1.09E-05
ZBTB39,4.56828,6.49E-06
FAM104A,4.38368,1.48E-05
NEPRO,3.16952,0.00163946
RPL36,3.64658,0.000299382
LETMD1,3.71723,0.000228905
NEDD4L,-2.6021,0.00959548
SASH1,-3.88061,0.00012107
VCL,-4.84003,1.83E-06
ZNF764,4.20765,3.16E-05
VDAC3,2.74833,0.00625004
NDUFS7,3.09735,0.00208459
PPP1R13L,-5.61256,3.64E-08
HSH2D,3.57545,0.000390575
WDR73,-2.68527,0.00753632
ESX1,-2.69043,0.00742271
WFDC3,-3.22349,0.00136591
GPSM3,3.00231,0.00284058
SNHG6,3.5427,0.000440806
FOLR1,-3.67249,0.000271443
SAMSN1,3.39204,0.000759978
ITPR2,2.60672,0.00946893
GPBP1,3.20015,0.00147859
ITK,2.62853,0.00889215
ITIH4,2.91906,0.00370115
EVI2B,3.79667,0.000168421
ROR1,-3.41599,0.000697855
NACA,4.31605,1.99E-05
MYT1,4.80146,2.20E-06
DPP10,2.90592,0.00385685
SERPINI1,3.40965,0.000713836
SMURF1,-3.58349,0.000379089
SLC44A2,-3.42636,0.000672443
PTPN22,3.06346,0.00232986
SMIM8,4.03466,6.50E-05
PECAM1,3.76721,0.000188835
RIN2,-4.83843,1.85E-06
TESK1,-3.79088,0.000172261
PENK,2.88348,0.00413672
ATAD2B,3.98148,8.08E-05
ADM,-2.766,0.00592701
ADORA2B,-3.75714,0.000196332
ADORA1,-4.33501,1.83E-05
TEAD1,-3.3729,0.000813296
GREB1,3.19244,0.00151766
ULBP2,-4.49339,9.09E-06
TEAD4,-3.08122,0.00219819
TMEM184A,-2.83627,0.00478673
GPR22,2.96077,0.00324399
LRP2BP,2.77148,0.00582993
SYN1,3.48936,0.000535755
BRSK1,2.99705,0.00288899
ACTN4,-5.63064,3.30E-08
ACTN1,-4.16293,3.82E-05
TRIM24,3.702,0.00024263
WWC2,-4.42353,1.24E-05
SLC25A45,4.51662,8.19E-06
EHD2,-3.97782,8.20E-05
EHD4,-3.39051,0.000764123
ADAM9,-4.38103,1.50E-05
ADAM15,-3.35567,0.000864259
ZNF75D,2.91197,0.00378444
LDHAL6B,3.95201,9.10E-05
ZNF587B,3.57705,0.000388264
C1QTNF6,-3.53315,0.000456553
ARIH2OS,3.58846,0.00037216
PDIK1L,4.20324,3.22E-05
C7orf31,3.16976,0.00163814
TAF8,3.23245,0.0013248
ARGLU1,3.50826,0.000500113
LIMD1,4.02976,6.64E-05
AIM1L,-2.95564,0.00329729
ORAI2,3.07123,0.0022714
FCHSD2,3.65731,0.000287501
LSM6,3.21853,0.00138917
PTP4A3,3.99819,7.55E-05
CORO1A,3.92303,0.00010224
TBC1D9,-3.0191,0.00269101
CTSD,-2.61478,0.00925206
6-Sep,4.71819,3.25E-06
LIN7A,2.72443,0.00671205
KRT81,-3.43951,0.000641487
KRT19,-3.48604,0.000542254
PRR5L,-2.76923,0.00586975
SLC39A13,-4.18665,3.46E-05
UBR7,3.09594,0.00209428
THAP1,2.7755,0.00575973
ELP3,4.38199,1.49E-05
PCDHA6,-3.14314,0.00179083
RRP36,-3.02786,0.00261578
BAD,-4.55843,6.78E-06
FZD7,-3.55466,0.000421804
LINC00341,3.48305,0.00054817
RAB23,-2.72251,0.00675058
PAIP2,3.06935,0.00228542
SHISA5,-2.84241,0.00469735
CDC42EP5,-2.69065,0.00741795
FADD,-3.88089,0.000120939
SOWAHC,-4.51888,8.11E-06
FN3K,2.8197,0.00503609
TSPAN17,-5.5224,5.89E-08
IQCK,-3.35401,0.000869334
ZNF681,2.67434,0.00778204
DUSP26,3.36697,0.000830528
NRSN1,4.29633,2.16E-05
PATL1,-3.44567,0.000627438
RGS16,4.34045,1.79E-05
BACH1,2.73643,0.00647638
ITGB1BP1,-2.70347,0.0071425
PTGES3,3.02294,0.00265781
FAM175A,3.97587,8.26E-05
SYTL2,-3.9686,8.51E-05
KAT8,2.60907,0.00940537
SIDT1,3.72387,0.000223153
RNF167,-2.67033,0.00787397
ADAT2,3.72955,0.000218342
LOC100506302,2.80972,0.00519187
PIGQ,-3.02159,0.00266941
SP2,3.13877,0.00181713
RPL15,4.80148,2.20E-06
TMEM17,-2.77217,0.00581792
C14orf93,3.55349,0.000423626
ICK,2.97613,0.00308907
CHSY1,2.75294,0.00616417
ADNP2,3.71595,0.000230032
RNFT2,3.36173,0.000846024
GDI1,-2.62756,0.00891716
GDF10,3.3832,0.000784186
GSR,2.73898,0.00642728
GSS,-4.6204,5.11E-06
GSN,-3.39421,0.000754154
GSPT1,4.16578,3.77E-05
GSK3B,3.57112,0.0003969
PLAT,-3.97009,8.46E-05
WSB2,-2.64371,0.00850944
CCNY,2.76846,0.00588331
RNF121,-2.8278,0.00491277
NUPL2,3.0685,0.00229174
PRSS23,-5.51033,6.28E-08
PTPN21,-4.28295,2.29E-05
HMOX1,-2.62377,0.00901519
CYCS,3.71434,0.00023145
CYP2S1,-2.62038,0.00910405
RPL13A,3.41636,0.000696933
ANP32C,3.27603,0.00114076
KAT6B,3.03005,0.00259731
ARHGAP45,3.33415,0.000932089
CLCF1,-3.83233,0.000146491
LTBP3,-3.95166,9.11E-05
OPRM1,2.92518,0.00363056
TMEM138,-3.37168,0.000816834
DCAF12,3.37351,0.000811551
ARMC8,2.66934,0.0078968
DPEP2,3.5068,0.000502792
RSL24D1,4.34229,1.77E-05
C7orf57,-2.82859,0.00490093
LINC00094,-3.50147,0.000512647
MADD,2.71063,0.00699274
DISC1,2.83286,0.00483721
WNT7A,-2.6823,0.00760242
WNT7B,-4.02385,6.80E-05
LAPTM4B,-4.0188,6.94E-05
ZNF589,2.89393,0.00400415
EIF3L,3.25893,0.00120997
ATP6V1D,-4.23651,2.80E-05
SNRPD1,3.37873,0.000796716
SNRPE,4.81725,2.04E-06
TFAP2C,-3.45554,0.00060553
ZNF566,2.64095,0.00857783
DIRC2,-4.62578,4.99E-06
PARM1,2.84714,0.00462935
PITPNM1,-2.60876,0.00941356
PITPNM3,-3.27958,0.00112687
NDUFA7,3.64542,0.000300685
SMIM4,-2.68524,0.00753687
GCNT4,4.85683,1.69E-06
ANKRD23,4.42101,1.25E-05
SFT2D2,-2.61793,0.00916857
MYO1E,-3.92101,0.000103071
ZBED8,-3.0784,0.00221864
DIP2B,3.01806,0.0027
FITM2,-3.72528,0.000221952
WFDC12,3.27517,0.00114414
PDE6B,2.61854,0.0091523
PTRH1,-2.66718,0.00794676
PDGFB,-3.86262,0.000130014
PDGFA,-3.07774,0.00222341
ADCY9,-3.43651,0.000648438
ADCYAP1R1,2.98154,0.0030361
ADD2,4.24107,2.74E-05
PROSER2,-4.3387,1.80E-05
GPR87,-4.00467,7.35E-05
CCDC170,2.78815,0.00554357
BBOF1,-2.6553,0.00822741
EAF1,3.40893,0.000715653
SHISA4,-3.85601,0.000133449
AMIGO2,-4.94383,1.11E-06
HCG4,-3.23177,0.0013279
CITED4,-2.8618,0.00442461
CEP85L,2.74574,0.00629869
C6orf132,-3.10986,0.00200021
AGPAT2,-3.67177,0.000272192
GABRG2,3.41757,0.000693927
SPTLC1,-2.79278,0.00546632
LEAP2,2.72028,0.00679553
FAM83B,-2.61655,0.00920504
HESX1,3.68263,0.000261204
IQGAP1,-3.57964,0.000384555
TERF2IP,5.34417,1.50E-07
NRP1,-3.54287,0.000440522
SHQ1,4.06366,5.77E-05
CEP55,-2.84084,0.00472002
MPDZ,-2.64533,0.00846964
PRRG1,-3.49901,0.00051727
TFE3,-3.14389,0.00178636
SMIM19,2.99372,0.00291997
RNF144B,-2.6584,0.00815339
DLX1,-2.80693,0.00523618
DLX2,-3.1531,0.00173223
DLST,-3.68184,0.000261987
NCEH1,-4.13267,4.34E-05
HSPA1B,-2.96954,0.00315468
NPDC1,-2.80557,0.00525789
DNAJB2,-3.96274,8.72E-05
IGF2BP2,-5.18137,3.44E-07
COL7A1,-3.36972,0.000822502
RAPGEF3,-2.99689,0.00289046
RTN3,2.85707,0.00448974
TESPA1,2.96942,0.00315588
TMTC3,-3.70673,0.000238285
MSL2,4.24827,2.66E-05
SEMA7A,-3.40611,0.000722894
BOD1,-4.57292,6.35E-06
EDN1_Mutation,-3.047,0.0024583
